query,prediction,ground_truth,f1_score,exact_match
সেন্ট মালোর পরিকল্পিত অবরোধ অবরোধ কী করে থামল?  ,"

সেনাবাহিনীকে পুনরায় সাজানো হয় এবং ব্রিটানির সেন্ট ল�",ান আবহাওয়া দ,0.0,0
খারাপ আবহাওয়ার উপর বহরটি কীভাবে প্রতিক্রিয়া জানাল?  ,"

সেনাবাহিনীকে পুনরায় সাজানো হয় এবং ব্রিটানির সেন্ট ল�","জাহাজগুলি সেন্ট কাস্টের নিরাপদ অ্যাঙ্করেজের উদ্দেশ্যে যাত্রা করেছিল, ",0.125,0
কীভাবে পালিয়ে গেল ব্রিটিশ সেনাবাহিনী  ,"

সেন্ট লুনায়ার উপসাগরে","জেনারেল ডুরির অধীনে ১,৪০০ জনের একটি প্রহরী ছিল ফরাসিদের ধরে, আর বাকি সেনাবাহিনী যাত্রা শুরু করল। ",0.0,0
1758 সালে ফরাসিরা ব্রিটিশদের কাছে কী অধিকার হারিয়েছিল  ,"

সেনেগালে",১৭৫৮ সালে সেনেগালে ফরাসী উপনিবেশগুলি দখল করে নিল। ,0.2222222222222222,0
কিউবায় ব্রিটিশদের কী সাফল্য ছিল?  ,"

হাভানা দখল করেছিল",কিউবার স্পেনীয় হাভানা দখল ক,0.5,0
ব্রিটিশরা স্পেন থেকে আর কোন উপনিবেশ নিয়েছিল?  ,"

মার্টিনিকের ফরাসি চিনের উপনিবেশগুলি এবং কিউবার স্পেনী�",ফিলিপাইনের ম্যানিলা এ,0.0,0
কানাডার সাত নেশনস কে ছিলেন?  ,"

সেভেন নেশনস ফরাসিদের স",এঁরা ছিলেন লরেন্তিয়ান উপত্যকার আদি আমেরিকানরা — ,0.0,0
কোন উপজাতি কানাডার সেভেন নেশনসের শত্রু ছিল?  ,"

ইরোকুইস কনফেডারেশনের",সেভেন নেশনস ইরোকোইসের বিরুদ্ধে লড়াইয়ে আগ্রহী ছিল। ,0.0,0
ওসওয়েগো এবং উইলিয়াম হেনরি দুর্গ গ্রহণে ফরাসিদের সহায়তা করেছিলেন কে?  ,"

ব্রিটিশদের",ফ্রান্সের আদি মিত্ররা ক,0.0,0
ফরাসী প্রহরী বন্দীদের উপর আক্রমণের বিষয়ে কীভাবে প্রতিক্রিয়া জানাল?  ,"

অস্বীকার করেছিল",ফরাসীরা তাদের বন্দীদের রক্ষা করতে অস্বীকার করেছিল। ,0.4444444444444445,0
ফরাসিরা কীভাবে লুইসবার্গের দুর্গে রক্ষা করেছিল?  ,"

নৌ মোতায়েনগুলি",ফরাসীরা তাদের ব,0.0,0
ব্রিটিশদের দ্বারা বন্দী করা আরও দুটি ফরাসি সম্পদ চিহ্নিত করুন।  ,"

ফোর্ট ডুকসনে এবং ফোর্ট ফ্রন্টেনাকের স",ফোর্ট ডুকসনে এবং ফোর্ট ফ্রন্টেনাকের ,0.9090909090909091,0
লাই সেন্ট-জিনের কাছ থেকে ব্রিটিশদের কে নির্বাসন দেওয়া হয়েছিল?  ,"

ফরাসী সেনাবাহিনী",আকাদিয়ান জনগণকে ন,0.0,0
লাই স্যান্ট-জিনকে আজ কী বলা হয়?  ,"

বর্তমান প্রিন্স এডওয়ার্ড দ্বীপ,","ইলে সেন্ট-জিন বর্তমান প্রিন্স এডওয়ার্ড দ্বীপ, ",0.8,0
ক্যারিলিয়ান যুদ্ধে ফরাসিদের সংখ্যা কত ছিল?  ,"

৪,০০০ ফরাসী স","৪,০০০ ফরাসী সৈন্য ১ ১৬,০০০ ব্রিটিশকে বিতাড়িত করেছিল।  ",0.36363636363636365,0
1758 সালে একই দিনে কোন দুটি দুর্গ পড়েছিল?  ,"

ফোর্ট নায়াগ্রা এবং ফোর্ট ক্যারিলন ৮",ফোর্ট নায়াগ্রা এবং ফোর্ট ক্যারিলন ৮ জুলাই ১৭৫৮-এ বিশাল ব্রিটিশ বাহিনীর হাতে পড়ে এ,0.6,0
কোন সামরিক সুবিধা ব্রিটিশদের পক্ষে কুইবেককে রক্ষা করতে সাফল্য এনেছিল?  ,"

নিউ ফ্রান্সের বিরুদ্ধে ব্রিটেনের সমস্ত প্রচারাভিযান ১",ব্রিটিশ নৌবাহিনীর শ্রেষ্ঠত্বের ,0.0,0
1762 সালে ফরাসী আক্রমণ কোথায় হয়েছিল?  ,"

নিউফাউন্ডল্যান্ডে","সেন্ট জোনস, নিউফাউন্ডল্যান্ডে ",0.5,0
